order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
21461,42030,train,4,0,15,2
21463,23501,train,22,1,11,12
21464,30023,train,35,1,21,3
21468,45844,prior,9,0,16,14
21469,15183,prior,11,6,4,30
21471,6107,prior,16,0,12,1
21473,15742,prior,9,6,16,6
21477,20263,prior,2,0,7,15
21479,53835,prior,17,3,7,10
21484,25101,prior,11,2,18,7
21486,23514,prior,7,0,8,30
21499,15793,prior,13,4,7,11
21502,36335,prior,54,5,19,3
21503,1273,prior,3,5,14,8
21506,35513,prior,1,2,13,
21509,52136,prior,2,5,10,1
21513,7855,prior,15,2,10,4
21516,55124,prior,20,4,14,6
21521,42723,prior,8,0,16,10
21524,45439,prior,4,2,18,16
21531,14493,prior,12,2,7,7
21534,41787,prior,9,6,12,20
21535,32971,prior,41,4,10,5
21543,4713,prior,6,6,13,5
21550,36241,prior,1,6,17,
21553,31136,prior,13,1,13,25
21556,31161,prior,43,4,6,11
21557,44113,prior,21,1,15,30
21558,13830,prior,1,4,14,
21559,21419,prior,14,4,16,8
21562,35061,prior,17,3,23,0
21565,11004,prior,8,2,21,30
21572,11528,train,10,3,15,30
21575,29389,prior,5,5,18,27
21577,26889,prior,4,3,15,10
21578,1955,prior,21,2,18,9
21579,45361,prior,52,4,15,0
21580,3599,train,10,2,9,7
21588,50419,prior,22,1,12,9
21591,11118,test,16,6,18,7
21594,7762,prior,9,5,13,9
21598,25998,prior,20,0,16,6
21601,31354,prior,7,5,13,7
21605,6906,train,11,5,13,28
21607,17567,prior,31,1,9,6
21620,9871,prior,3,0,15,8
21627,7896,prior,20,6,16,13
21630,46275,prior,3,3,10,6
21637,26475,prior,3,1,15,11
21639,46455,prior,2,0,10,19
21645,57371,train,14,0,17,30
21649,32088,prior,12,1,18,30
21650,37140,prior,11,0,21,25
21652,12856,prior,36,2,15,3
21653,17776,prior,30,5,15,3
21654,36881,prior,14,1,17,6
21663,35314,prior,40,1,21,6
21664,2515,prior,2,2,16,1
21668,12232,prior,25,4,16,6
21670,10031,prior,18,3,15,2
21677,1061,prior,3,6,13,30
21679,6983,prior,5,5,11,30
21680,45375,prior,2,1,11,6
21684,6467,prior,53,4,16,6
21685,35489,prior,13,5,16,3
21686,468,prior,6,6,14,30
21689,41141,prior,19,0,7,11
21694,51777,prior,18,6,14,6
21695,3741,prior,22,3,12,5
21697,58803,prior,98,1,6,3
21698,55673,prior,32,6,9,7
21702,40714,prior,4,5,10,30
21704,49204,prior,11,1,19,3
21708,79,train,8,0,6,30
21709,12853,prior,1,1,16,
21710,47135,prior,19,5,14,6
21714,48534,prior,6,3,12,0
21715,51256,prior,58,6,8,6
21716,7342,prior,10,1,0,21
21721,6667,prior,7,3,0,15
21722,37032,prior,19,1,11,14
21725,53822,prior,10,2,7,18
21732,45608,prior,6,6,13,20
21738,46517,prior,2,6,9,30
21745,6734,prior,30,4,18,5
21747,24576,prior,7,6,15,19
21751,49837,prior,26,5,16,11
21753,51603,prior,46,0,15,3
21756,49150,prior,8,2,10,13
21758,15538,prior,4,0,17,2
21759,10839,prior,4,5,18,5
21763,10141,prior,2,0,8,30
21765,16122,prior,5,4,9,30
21766,51133,prior,9,1,16,30
21770,5296,prior,39,3,10,2
21772,58341,prior,1,0,17,
21774,20486,prior,6,5,15,4
21776,53130,prior,42,6,12,3
21777,15930,prior,13,4,17,10
21778,57325,train,11,3,14,28
21779,55650,prior,19,2,17,4
21784,1737,prior,14,1,12,21
21787,40206,prior,11,4,20,16
21792,61581,prior,54,1,14,11
21793,25480,prior,59,4,9,3
21794,53039,prior,31,4,13,7
21796,22125,train,7,5,12,30
21799,46358,prior,1,4,9,
21802,43927,prior,2,0,6,7
21803,38982,prior,53,5,11,3
21804,48149,prior,3,0,20,8
21810,35872,prior,30,4,16,10
21813,43411,prior,4,1,16,5
21814,41635,prior,4,0,16,7
21820,6710,prior,48,5,11,2
21822,26965,prior,2,1,14,30
21823,57068,prior,6,5,10,7
21829,58229,prior,3,6,10,4
21830,40368,prior,2,6,12,10
21832,54198,prior,1,5,23,
21833,11785,prior,2,6,11,15
21834,50846,prior,9,4,17,27
21838,51663,prior,8,6,11,4
21842,19040,prior,13,1,19,3
21843,4599,prior,23,5,15,15
21844,6177,prior,11,4,16,7
21847,16251,train,4,3,12,30
21848,60270,prior,2,2,19,5
21849,33665,prior,10,1,17,4
21852,32372,prior,6,3,22,12
21856,17785,prior,2,1,19,20
21857,30853,prior,2,0,15,4
21861,57226,train,48,0,19,2
21864,36287,prior,14,1,10,12
21865,49314,prior,1,0,16,
21866,46576,prior,12,1,19,7
21867,58944,prior,4,6,20,29
21873,41538,prior,32,0,0,12
21876,7780,prior,2,6,16,30
21880,33437,prior,11,6,14,30
21881,496,prior,22,3,13,1
21883,2688,prior,33,2,17,2
21884,44591,prior,5,4,19,10
21885,45330,prior,9,1,16,4
21888,23767,prior,13,3,11,13
21889,71,prior,10,2,15,11
21894,10556,train,21,5,10,30
21900,53364,prior,7,1,11,4
21901,14980,prior,10,0,8,22
21902,30538,prior,2,6,15,22
21903,25665,prior,1,0,17,
21904,44023,prior,3,4,13,8
21907,29344,prior,65,1,13,4
21914,38987,prior,3,1,7,11
21917,17198,prior,20,4,9,5
21922,13246,prior,7,6,12,9
21932,23698,prior,17,4,15,29
21934,35641,prior,2,0,11,7
21935,33843,prior,8,5,15,19
21938,10726,prior,28,3,20,1
21939,26150,prior,7,1,12,15
21947,2150,prior,5,0,12,5
21948,20075,prior,14,1,15,14
21949,28673,prior,4,0,17,5
21951,28346,prior,1,2,9,
21953,1793,prior,12,2,9,6
21954,47027,prior,15,5,14,13
21957,33500,train,6,5,17,24
21962,19177,prior,7,6,15,30
21965,57210,prior,6,5,11,15
21966,38151,prior,27,6,10,7
21968,42821,prior,2,4,10,2
21969,19143,test,30,6,19,1
21973,38406,prior,4,0,15,14
21977,51009,prior,3,4,15,12
21982,24205,prior,10,0,14,13
21983,30477,prior,11,4,18,15
21984,17663,prior,21,5,11,5
21987,45781,prior,31,5,13,4
21989,59957,prior,17,3,9,7
21991,13129,prior,11,0,15,12
21993,55751,prior,8,4,17,6
21996,46276,prior,28,6,20,8
21997,39112,prior,17,0,15,7
22000,56870,prior,3,5,12,2
22003,22723,prior,12,1,17,5
22004,25220,prior,74,6,13,3
22006,43718,prior,40,3,19,4
22008,34256,prior,26,1,11,7
22010,38637,prior,10,0,16,30
22011,39378,prior,12,3,17,28
22013,33631,prior,24,0,8,9
22015,60465,prior,1,0,13,
22022,41550,prior,1,2,16,
22028,587,prior,6,6,7,4
22035,54298,train,10,3,19,7
22043,43113,prior,32,0,10,3
22044,39564,prior,10,3,9,7
22048,54561,prior,44,2,10,1
22050,57313,prior,3,4,11,0
22051,20190,prior,4,0,14,7
22057,12386,prior,25,3,18,6
22073,29621,prior,55,5,13,4
22075,56519,prior,4,2,13,14
22094,53891,prior,6,1,18,0
22096,23002,train,5,1,10,30
22099,58759,prior,3,0,17,6
22100,54934,train,5,0,17,30
22106,38811,prior,49,5,18,1
22107,35495,prior,6,4,19,6
22113,52904,prior,60,5,15,2
22115,51746,prior,9,1,19,30
22117,9285,prior,1,0,13,
22120,36713,prior,1,0,0,
22122,9441,prior,21,3,14,30
22126,20353,train,8,2,10,30
22129,11742,prior,37,0,20,19
22132,22877,prior,4,5,8,30
22139,12040,prior,24,5,15,4
22141,10218,prior,38,1,16,3
22143,13241,prior,32,2,17,11
22146,6513,train,20,2,10,30
22147,1983,prior,35,0,9,7
22150,7797,train,4,0,14,30
22153,35753,prior,26,6,6,9
22154,24946,prior,12,1,6,8
22156,58383,prior,8,1,14,30
22158,48125,prior,16,0,21,6
22159,57979,test,4,1,12,30
22163,61879,prior,17,6,13,7
22169,16661,prior,2,5,13,4
22175,58244,prior,3,5,17,30
22177,9613,prior,9,5,17,8
22183,5932,prior,59,2,18,3
22185,49728,prior,10,1,13,8
22188,34213,prior,13,2,18,13
22189,56889,prior,6,0,8,9
22190,25899,prior,6,6,17,5
22194,47614,train,4,4,13,7
22198,6705,prior,9,1,23,30
22201,58218,prior,15,6,15,17
22204,24148,prior,1,1,23,
22208,22885,prior,2,0,18,22
22210,32420,prior,3,4,12,17
22212,2887,prior,18,3,18,16
22216,16849,prior,2,1,12,20
22222,47490,prior,23,4,15,15
22233,380,prior,2,3,15,16
22240,7948,test,7,5,10,19
22241,49408,prior,8,3,22,8
22246,29782,prior,2,6,15,19
22251,25754,prior,6,4,19,17
22259,55667,prior,26,2,17,0
22261,43827,prior,14,6,16,12
22262,57297,prior,10,1,8,0
22265,9341,prior,53,1,16,5
22270,35130,prior,8,0,10,30
22271,52657,prior,1,5,15,
22274,19767,prior,11,0,17,21
22277,25148,prior,21,1,23,7
22280,13051,prior,8,4,11,5
22288,41054,prior,3,5,19,4
22289,34200,prior,29,0,13,17
22290,7086,train,14,0,10,30
22292,16843,prior,34,1,20,7
22293,12091,prior,52,2,14,4
22296,52339,prior,21,2,14,8
22298,25322,prior,25,0,13,3
22300,3937,prior,1,5,16,
22305,36356,prior,8,5,17,30
22319,27575,prior,11,1,21,2
22322,38729,prior,2,1,12,8
22327,5033,prior,1,3,15,
22329,6494,prior,62,4,12,2
22336,49025,test,9,0,15,30
22337,6591,prior,6,0,23,30
22340,57829,prior,8,0,14,20
22341,56825,prior,29,5,13,3
22342,37560,prior,14,4,20,8
22347,15274,prior,15,4,15,9
22348,47999,prior,46,3,16,6
22351,19659,prior,9,6,18,7
22352,53858,train,6,5,13,24
22354,51872,prior,15,5,11,18
22359,53364,prior,15,4,12,28
22364,3569,prior,5,2,6,30
22365,27500,prior,22,3,11,14
22366,40231,prior,22,4,14,16
22368,7329,prior,4,4,16,30
22374,59879,prior,6,6,16,7
22379,55795,prior,41,1,11,4
22380,6993,prior,15,0,7,15
22388,1413,prior,5,5,18,6
22392,53592,prior,8,5,19,2
22393,26103,prior,6,2,11,30
22395,54988,prior,33,6,8,7
22398,55894,prior,3,1,11,14
22402,39332,prior,8,0,12,30
22404,62992,prior,5,0,19,30
22407,16520,prior,4,0,14,28
22411,37103,prior,28,4,10,3
22416,61549,prior,24,5,18,6
22418,140,prior,72,3,14,5
22420,21770,prior,2,1,15,6
22426,26849,prior,21,6,14,6
22427,41941,prior,7,0,12,16
22428,17091,prior,4,5,17,11
22429,29453,prior,14,3,10,0
22434,24530,prior,61,3,10,7
22435,2758,prior,2,6,17,6
22441,34484,prior,4,4,9,15
22445,23353,prior,19,0,14,13
22448,46450,prior,15,3,16,12
22450,44698,prior,7,1,16,29
22455,8313,prior,8,1,10,17
22457,30479,prior,32,0,14,5
22464,6417,prior,31,3,21,3
22468,52363,prior,8,6,17,20
22470,11637,prior,5,5,14,7
22474,2735,prior,55,2,13,6
22481,29970,prior,9,0,16,22
22483,2152,prior,5,2,17,27
22486,13717,train,5,6,15,12
22489,57024,prior,8,2,11,14
22494,11189,prior,26,6,13,7
22498,22983,prior,19,4,14,5
22501,56342,prior,20,1,11,20
22502,30053,prior,25,2,13,7
22504,34954,prior,7,5,13,24
22505,62388,prior,2,5,8,3
22506,38030,prior,7,0,17,10
22507,12177,prior,8,2,13,6
22518,45087,prior,5,1,15,15
22521,21052,prior,21,5,10,0
22523,19967,prior,87,0,15,4
22526,14733,prior,17,4,18,10
22527,22683,prior,7,0,16,6
22529,45423,prior,11,1,16,23
22533,13111,prior,3,4,14,11
22535,15819,prior,11,5,18,7
22542,5220,prior,20,3,13,14
22544,23738,prior,21,6,14,22
22549,36762,prior,3,2,9,18
22554,31607,prior,78,5,11,2
22555,18632,prior,44,3,8,1
22558,36138,prior,15,0,17,7
22559,49750,prior,4,4,11,8
22561,22028,prior,59,6,8,14
22563,31054,prior,1,4,13,
22565,37812,prior,6,4,11,3
22567,40083,prior,14,6,18,9
22568,11418,prior,32,5,17,19
22572,43042,prior,18,3,18,7
22573,38070,prior,3,5,20,15
22588,28294,prior,4,4,11,30
22590,56888,prior,54,4,9,4
22591,23488,prior,6,1,8,21
22592,55763,prior,2,6,15,7
22594,12990,train,9,1,8,30
22595,43025,prior,39,2,14,7
22599,51653,prior,6,1,15,19
22610,1764,prior,33,3,15,11
22611,8035,prior,5,4,14,9
22615,51178,prior,37,2,13,7
22616,27036,prior,85,3,16,3
22618,61543,prior,60,3,17,2
22623,17512,prior,1,5,12,
22629,6002,test,34,0,12,14
22637,24662,prior,15,5,9,10
22641,25059,prior,13,1,10,30
22649,34484,prior,2,0,8,30
22656,35763,prior,2,4,14,13
22659,26982,prior,3,0,15,7
22661,30806,prior,23,1,17,15
22664,27565,prior,3,1,16,14
22665,47163,prior,28,4,13,21
22669,60855,train,7,2,9,2
22672,10785,prior,3,1,13,30
22673,41274,prior,6,0,13,4
22676,1009,prior,16,3,18,9
22683,33762,prior,4,2,10,30
22685,3357,prior,18,5,17,12
22686,5159,prior,8,1,14,4
22688,27259,prior,6,0,13,7
22691,53017,prior,1,5,16,
22692,29568,prior,7,2,13,8
22693,37557,prior,1,1,9,
22699,56757,prior,6,0,15,30
22702,57177,prior,20,1,11,14
22703,49691,prior,8,5,13,21
22705,21629,prior,30,2,8,5
22706,2735,prior,41,1,8,4
22710,16023,prior,13,2,18,9
22711,26145,prior,48,0,11,2
22713,57318,prior,3,1,13,15
22718,60394,prior,35,2,12,0
22720,60210,prior,28,6,21,2
22721,23711,prior,8,0,19,6
22728,15803,prior,1,0,13,
22729,21293,train,4,6,17,1
22736,53046,prior,10,1,8,7
22741,21447,prior,14,4,16,12
22744,58610,prior,12,6,10,12
22746,41937,prior,5,0,15,23
22752,15364,prior,15,3,11,7
22755,35913,prior,2,2,14,30
22756,35376,prior,19,5,16,7
22761,61842,prior,9,0,11,6
22764,45693,prior,28,0,17,18
22766,23153,prior,11,1,18,14
22768,24517,prior,9,3,16,18
22776,50976,prior,3,1,13,7
22786,38039,prior,15,3,13,4
22787,29032,prior,72,3,11,1
22788,32958,prior,11,3,11,3
22792,54831,prior,45,2,11,4
22796,23808,prior,64,3,9,5
22801,5665,prior,18,5,9,4
22808,23598,prior,8,0,16,21
22815,27588,prior,34,2,16,2
22824,40114,prior,37,0,12,0
22825,16581,prior,35,5,15,5
22826,49867,prior,11,4,14,2
22830,17745,prior,20,6,13,5
22833,27988,prior,1,5,15,
22837,55926,prior,14,4,19,16
22843,36744,prior,8,2,17,8
22847,13926,prior,1,1,13,
22848,1428,prior,75,1,13,1
22849,42603,prior,6,4,11,7
22851,14365,prior,2,2,15,25
22853,36007,prior,1,2,18,
22862,5288,prior,30,1,18,7
22867,36052,prior,59,1,11,3
22879,1342,prior,5,4,12,10
22881,1496,prior,20,0,9,7
22884,2558,prior,20,4,18,29
22890,18902,prior,2,6,10,12
22896,57112,prior,9,5,10,6
22899,7016,prior,19,2,14,12
22906,40604,prior,14,0,14,4
22915,60416,prior,3,6,7,12
22918,18589,prior,2,2,12,1
22919,55768,prior,20,4,19,3
22922,19575,prior,6,3,13,6
22923,46866,test,26,0,17,27
22924,4705,prior,37,5,15,4
22931,6589,prior,8,1,8,7
22933,39562,prior,1,1,12,
22936,20320,prior,53,4,16,1
22941,60012,test,4,6,10,12
22942,7027,prior,1,3,18,
22943,56186,prior,1,2,6,
22944,39929,prior,22,0,10,2
22953,14489,prior,8,4,14,1
22961,35194,prior,12,3,15,29
22965,10157,prior,84,3,7,7
22969,31963,prior,34,0,17,5
22972,55856,prior,24,1,8,4
22973,62887,prior,23,6,16,6
22975,45027,prior,40,1,11,7
22977,55471,prior,10,6,7,29
22979,43438,prior,6,2,15,7
22981,23876,prior,25,6,12,7
22989,48054,prior,9,4,15,7
22990,49268,prior,13,5,15,30
22991,28748,prior,3,5,14,30
22992,58033,prior,10,5,21,2
22993,25582,prior,21,4,16,4
22997,10191,prior,3,3,15,25
23008,40770,prior,24,0,19,0
23010,17873,prior,7,3,17,0
23012,37075,prior,16,1,22,11
23013,2739,prior,5,5,9,29
23016,14991,prior,23,0,16,8
23017,46840,prior,1,2,18,
23020,19171,prior,4,1,16,12
23025,45844,prior,1,2,14,
23026,48348,prior,1,0,9,
23027,17151,prior,18,2,12,17
23033,20930,prior,2,5,10,7
23034,36517,train,30,0,7,5
23036,2689,prior,1,2,14,
23037,56767,prior,14,3,16,7
23044,50436,prior,17,4,20,6
23045,4058,prior,2,1,1,30
23046,11340,train,4,3,19,6
23055,21943,prior,5,2,15,20
23056,39493,prior,9,0,17,7
23059,56429,prior,10,3,10,1
23060,21252,prior,4,2,15,1
23062,48430,prior,6,4,20,17
23063,14332,prior,41,0,13,8
23069,45795,prior,14,2,17,17
23073,39387,prior,13,2,11,7
23077,29058,train,100,6,13,6
23080,40341,train,13,0,17,21
23084,43887,train,4,3,0,30
23087,5070,prior,32,3,15,2
23090,55096,prior,3,1,6,2
23100,10536,prior,2,1,15,8
23107,10867,prior,32,6,7,8
23108,49925,prior,8,6,8,1
23109,9712,prior,2,5,16,12
23110,28644,prior,36,4,18,14
23112,19527,prior,29,4,12,4
23114,289,prior,16,5,19,5
23117,35489,prior,10,6,12,17
23120,16421,prior,5,5,8,13
23122,36400,prior,99,0,8,2
23129,10171,prior,32,6,11,4
23130,51620,prior,4,0,10,2
23132,36229,prior,8,6,9,14
23134,19504,prior,13,2,14,8
23138,10258,prior,2,2,0,14
23140,61239,prior,18,0,17,12
23144,41900,prior,8,2,15,8
23147,42332,prior,12,5,5,5
23148,43320,prior,5,6,11,21
23155,12958,prior,4,2,14,4
23157,28927,prior,43,0,17,0
23170,48509,prior,3,6,22,8
23176,31683,prior,21,2,16,4
23179,3633,prior,3,1,13,17
23183,62205,prior,68,4,10,5
23186,41792,prior,7,3,17,18
23188,45152,prior,7,6,11,7
23190,22490,prior,4,1,10,3
23191,47961,prior,1,5,15,
23193,24135,prior,9,6,12,9
23197,9841,prior,31,6,19,8
23200,21504,train,7,5,12,30
23203,33939,prior,4,3,18,30
23208,48943,prior,22,2,17,0
23209,44624,prior,1,2,10,
23215,1578,prior,7,5,20,28
23222,47077,prior,13,3,11,19
23225,52932,prior,11,0,10,8
23226,2084,prior,1,1,12,
23231,47788,prior,25,0,17,8
23232,6136,prior,5,2,17,17
23235,42771,prior,3,0,5,30
23240,7127,prior,8,2,17,6
23246,58406,prior,22,2,9,1
23247,9420,prior,24,4,17,5
23248,58295,prior,11,2,10,2
23249,44990,prior,9,1,10,24
23250,55848,prior,8,4,10,5
23255,30164,test,20,0,10,9
23256,29374,prior,12,3,11,6
23262,20562,prior,8,3,10,30
23264,43292,prior,13,4,11,17
23267,56026,prior,7,1,9,12
23269,29298,prior,2,6,18,2
23272,23144,prior,12,2,9,10
23280,2118,prior,8,2,9,6
23282,13330,prior,38,1,9,6
23286,24079,prior,1,0,9,
23288,31127,prior,28,6,20,6
23294,25044,train,7,4,14,6
23295,28847,prior,33,6,10,8
23296,45118,prior,5,6,10,30
23297,29850,prior,21,1,8,20
23302,24385,prior,4,4,18,14
23303,56795,prior,12,3,12,17
23308,34822,prior,10,5,10,11
23310,23401,prior,10,1,15,3
23311,62772,prior,81,3,10,0
23314,48322,prior,11,1,12,28
23319,52965,prior,26,4,13,17
23323,39922,prior,1,2,13,
23325,61274,prior,12,1,22,18
23336,20825,prior,3,2,15,4
23337,6291,prior,13,4,14,11
23338,60916,prior,3,3,14,14
23339,11233,prior,9,2,16,5
23343,25193,prior,3,1,17,16
23344,27862,prior,16,1,9,6
23348,34379,prior,2,1,11,18
23349,56237,prior,50,4,21,1
23351,51305,prior,12,6,9,24
23352,17997,prior,42,4,18,2
23355,12487,prior,46,4,9,6
23356,13446,prior,1,1,10,
23361,27353,prior,7,6,12,8
23363,54259,prior,79,4,18,2
23366,28611,prior,20,3,9,2
23374,31253,prior,7,1,16,22
23376,12616,prior,13,6,12,7
23380,50447,prior,1,6,13,
23381,3829,prior,9,5,10,26
23384,27410,prior,11,4,15,3
23387,5194,prior,3,6,8,6
23388,15730,prior,11,4,13,7
23390,57110,prior,4,6,18,18
23391,7,prior,17,0,10,28
23392,45061,test,4,2,16,30
23394,1943,prior,52,1,19,3
23396,50506,prior,18,0,17,3
23402,21588,prior,22,6,12,2
23404,28803,prior,14,1,17,5
23405,40254,prior,4,1,15,30
23417,59050,prior,1,1,12,
23421,28681,prior,3,4,10,3
23424,33826,prior,44,0,15,7
23428,42027,prior,6,1,12,11
23430,29200,prior,23,4,15,8
23433,54095,prior,51,1,12,4
23436,25476,prior,8,4,17,4
23439,42256,prior,23,3,19,10
23441,32618,prior,12,0,22,4
23442,37410,prior,71,0,12,1
23444,49973,prior,76,3,8,7
23448,52395,prior,10,1,10,13
23451,47641,prior,22,3,16,10
23454,62573,prior,21,1,8,11
23458,13674,prior,2,4,17,25
23459,3327,prior,8,5,15,0
23460,57621,prior,3,6,12,6
23465,36651,prior,20,0,15,7
23467,40624,prior,3,0,14,30
23470,44250,prior,48,1,11,7
23473,43798,prior,2,4,11,3
23474,62555,prior,10,6,22,7
23476,43301,prior,4,1,15,13
23488,9249,prior,18,1,20,3
23495,55964,prior,10,0,12,6
23496,55828,prior,3,6,10,30
23500,1064,test,8,2,3,6
23502,17198,prior,16,5,8,7
23506,20955,prior,4,0,16,4
23507,21819,prior,38,0,15,2
23509,36722,prior,17,3,10,13
23510,51171,prior,4,2,14,2
23513,52753,prior,2,4,12,3
23514,6985,prior,5,4,23,29
23516,9083,prior,14,3,17,7
23517,19036,prior,1,5,12,
23520,13062,prior,31,1,14,3
23525,54037,prior,3,6,15,0
23527,44279,prior,6,0,21,28
23528,34481,test,8,3,9,30
23531,1839,prior,1,4,10,
23532,42233,prior,3,6,10,9
23536,45319,prior,26,3,19,10
23538,40791,prior,3,3,12,13
23539,55314,prior,4,3,9,30
23540,29392,prior,8,0,20,8
23541,52581,test,8,1,11,30
23542,6915,prior,54,0,23,7
23543,59759,prior,3,0,18,30
23547,23685,test,4,0,12,30
23549,45464,prior,5,6,13,30
23554,24038,prior,4,0,10,15
23558,13197,prior,7,0,21,22
23562,31436,prior,26,4,8,13
23563,43970,prior,2,1,21,5
23565,31660,prior,2,5,13,4
23567,59065,prior,2,4,11,17
23568,59684,prior,5,2,7,1
23574,4966,prior,7,1,15,7
23578,6851,prior,6,1,15,8
23580,24444,prior,13,1,15,30
23586,4855,prior,1,0,13,
23595,45078,prior,5,0,10,14
23597,7167,prior,3,4,12,17
23602,43027,prior,38,5,17,3
23604,62458,prior,7,0,12,1
23607,25051,prior,6,2,18,8
23608,13915,prior,25,5,10,18
23609,31899,prior,8,4,16,4
23614,41980,prior,39,2,16,5
23618,62182,prior,1,2,19,
23620,31408,prior,23,2,9,7
23621,26086,prior,62,4,13,1
23622,43683,prior,33,1,9,8
23623,31823,prior,48,0,18,8
23624,63060,prior,2,0,14,7
23626,60267,test,5,3,22,30
23627,40082,prior,18,0,8,16
23628,18208,prior,12,0,16,8
23630,48761,prior,8,5,20,30
23632,40627,prior,18,0,19,5
23635,9642,prior,6,3,12,8
23636,38726,prior,16,1,8,13
23645,20554,prior,8,4,15,12
23649,11719,prior,11,2,17,22
23651,8507,prior,6,0,11,10
23655,1050,prior,25,4,22,25
23657,39117,prior,7,1,16,6
23660,54798,prior,23,2,13,6
23666,51734,prior,18,2,8,30
23667,58261,prior,3,4,16,30
23670,38153,prior,11,1,10,24
23679,47892,prior,22,2,15,4
23681,1683,prior,29,3,16,25
23685,37568,prior,24,1,17,9
23687,6637,prior,3,0,9,21
23689,30619,prior,1,0,19,
23692,30374,prior,10,1,14,6
23694,57624,prior,10,6,14,14
23698,13562,prior,86,4,20,1
23699,18865,prior,41,5,15,5
23701,10502,prior,16,2,18,3
23704,12538,prior,25,6,14,7
23705,17420,prior,31,6,8,6
23706,5732,prior,3,1,19,1
23708,39183,prior,11,2,13,30
23715,43475,prior,10,0,17,1
23720,52890,prior,32,3,14,13
23721,20357,prior,2,1,12,30
23722,57529,prior,13,0,0,6
23723,271,prior,8,3,13,19
23732,12342,prior,5,0,17,2
23733,25053,train,6,6,12,30
23734,50297,prior,11,4,17,15
23743,56748,prior,45,0,17,2
23744,35583,train,83,5,7,6
23757,806,prior,11,0,11,11
23762,18955,prior,5,2,11,5
23768,53842,prior,3,0,6,24
23770,40574,prior,22,1,7,2
23771,24356,prior,12,6,14,3
23773,59004,prior,14,0,10,6
23777,33810,train,13,4,16,9
23779,39875,prior,7,0,10,30
23782,12567,prior,3,5,18,11
23787,15659,prior,7,0,7,5
23788,45352,prior,35,0,8,4
23789,30686,prior,62,3,11,0
23794,30207,prior,3,6,15,20
23796,26217,prior,6,6,13,2
23802,8611,prior,28,3,5,10
23803,40590,prior,3,2,20,1
23808,15985,prior,16,4,7,7
23812,3412,prior,54,0,10,11
23814,4118,prior,3,6,12,11
23816,54571,prior,18,3,10,15
23817,8212,prior,11,3,18,3
23818,21633,prior,30,1,9,11
23820,47416,prior,10,1,11,28
23824,59834,prior,17,2,17,21
23825,15142,prior,2,6,17,4
23827,57051,prior,20,6,13,8
23828,229,prior,8,3,9,7
23832,45139,prior,1,0,15,
23835,19276,prior,30,2,18,6
23836,62526,prior,2,5,11,30
23837,10314,prior,9,6,11,27
23841,45348,prior,3,3,14,30
23844,9158,prior,88,1,21,2
23847,46193,prior,13,3,21,7
23862,13107,prior,16,5,11,1
23876,58700,prior,7,3,9,9
23877,41389,test,20,2,21,14
23882,5598,prior,5,4,15,9
23883,62399,prior,45,3,15,4
23884,1719,prior,13,0,14,30
23890,409,prior,64,5,15,2
23893,6682,prior,2,6,10,16
23896,39752,prior,24,3,16,5
23900,41580,prior,34,3,11,9
23901,2776,prior,3,1,13,16
23902,16647,prior,4,2,7,7
23903,17390,prior,2,1,18,30
23905,413,prior,8,6,9,7
23908,33786,prior,2,3,13,4
23910,18414,test,20,1,17,19
23911,5000,prior,16,6,11,4
23918,6803,prior,23,6,10,5
23919,3773,prior,6,5,12,23
23920,21651,prior,40,2,14,5
23922,17698,prior,25,3,13,2
23925,2131,prior,6,1,14,10
23928,46457,prior,4,6,15,21
23932,54279,prior,26,0,14,7
23934,33788,prior,6,4,14,14
23938,62844,prior,5,6,16,9
23939,47606,prior,10,0,11,5
23944,52340,prior,67,6,16,1
23948,8865,prior,5,3,17,30
23949,54492,prior,7,4,19,30
23952,14941,prior,35,4,14,10
23953,24531,prior,89,2,16,2
23954,30138,prior,5,0,8,2
23957,36811,prior,60,6,6,8
23960,30208,train,16,1,14,30
23965,36600,prior,9,5,14,30
23968,16442,prior,3,3,10,2
23969,43650,prior,4,4,10,8
23971,22817,prior,4,1,9,8
23972,22580,prior,34,2,12,9
23975,24116,prior,6,4,10,17
23976,13801,prior,15,6,17,6
23977,17403,prior,3,0,16,30
23984,41970,prior,9,6,18,7
23990,29713,prior,48,4,21,8
23994,14832,prior,3,0,19,16
23997,6852,prior,4,5,9,9
23999,5400,prior,29,1,17,6
24000,40822,prior,60,6,11,6
24009,27036,prior,76,5,15,2
24010,5588,prior,6,4,11,0
24015,2808,prior,9,4,14,5
24018,30189,prior,1,1,14,
24027,1332,prior,11,0,18,10
24030,41442,prior,31,0,8,3
24031,9522,prior,3,2,15,27
24039,9945,prior,11,5,16,1
24045,13241,prior,25,4,17,11
24048,2258,prior,38,6,14,14
24050,53543,prior,39,6,14,5
24053,30605,prior,13,0,15,0
24057,52797,prior,6,0,19,6
24060,46348,prior,13,2,9,18
24061,1866,prior,43,6,9,3
24066,54984,prior,3,0,15,9
24067,41186,prior,44,2,8,6
24068,59563,prior,7,2,11,9
24069,6064,prior,2,0,12,10
24070,19754,prior,1,4,12,
24076,5900,prior,18,6,13,6
24077,61841,prior,1,6,17,
24078,58157,prior,21,0,13,1
24079,62608,prior,4,1,16,30
24086,39929,prior,30,6,15,4
24089,5465,prior,2,1,20,19
24104,23185,prior,7,5,15,18
